20.06,44.94,2200.00
20.00,45.00,2200.00
19.94,45.06,2200.00
19.87,45.13,2200.00
19.87,45.13,2200.00
19.81,45.19,2200.00
19.75,45.25,2200.00
19.75,45.25,2200.00
19.69,45.31,2200.00
19.69,45.31,2200.00
19.69,45.31,2200.00
19.62,45.38,2200.00
19.62,45.38,2200.00
19.62,45.38,2200.00
19.62,45.38,2200.00
19.69,45.31,2200.00
19.69,45.31,2200.00
19.69,45.31,2200.00
19.62,45.38,2200.00
19.62,45.38,2200.00
19.62,45.38,2200.00
19.62,45.38,2200.00
19.69,45.31,2200.00
19.69,45.31,2200.00
19.69,45.31,2200.00
19.69,45.31,2200.00
19.69,45.31,2200.00
19.69,45.31,2200.00
19.69,45.31,2200.00
19.69,45.31,2200.00
19.69,45.31,2200.00
19.69,45.31,2200.00
19.69,45.31,2200.00
19.69,45.31,2200.00
19.69,45.31,2200.00
19.69,45.31,2200.00
19.75,45.25,2200.00
19.75,45.25,2200.00
19.81,45.19,2200.00
19.87,45.13,2200.00
19.87,45.13,2200.00
19.94,45.06,2200.00
19.94,45.06,2200.00
19.94,45.06,2200.00
19.94,45.06,2200.00
20.00,45.00,2200.00
20.00,45.00,2200.00
20.00,45.00,2200.00
20.06,44.94,2200.00
20.06,44.94,2200.00
20.06,44.94,2200.00
20.06,44.94,2200.00
20.12,44.88,2200.00
20.12,44.88,2200.00
20.12,44.88,2200.00
20.19,44.81,2200.00
20.19,44.81,2200.00
20.19,44.81,2200.00
20.19,44.81,2200.00
20.19,44.81,2200.00
20.19,44.81,2200.00
20.19,44.81,2200.00
20.19,44.81,2200.00
20.25,44.75,2200.00
20.19,44.81,2200.00
20.25,44.75,2200.00
20.25,44.75,2200.00
20.25,44.75,2200.00
20.25,44.75,2200.00
20.25,44.75,2200.00
20.25,44.75,2200.00
20.25,44.75,2200.00
20.25,44.75,2200.00
20.31,44.69,2200.00
20.31,44.69,2200.00
20.25,44.75,2200.00
20.19,44.81,2200.00
20.12,44.88,2200.00
20.06,44.94,2200.00
20.00,45.00,2200.00
19.94,45.06,2200.00
19.87,45.13,2200.00
19.81,45.19,2200.00
19.75,45.25,2200.00
19.75,45.25,2200.00
19.69,45.31,2200.00
19.62,45.38,2200.00
19.56,45.44,2200.00
19.56,45.44,2200.00
19.50,45.50,2200.00
19.44,45.56,2200.00
19.37,45.63,2200.00
19.37,45.63,2200.00
19.31,45.69,2200.00
19.31,45.69,2200.00
19.25,45.75,2200.00
19.25,45.75,2200.00
19.19,45.81,2200.00
19.19,45.81,2200.00
19.12,45.88,2200.00
17.31,47.69,2200.00
16.56,48.44,2200.00
16.56,48.44,2200.00
15.00,50.00,2200.00
14.88,50.13,2200.00
14.25,50.75,2200.00
13.69,51.31,2200.00
13.38,51.63,2200.00
13.19,51.81,2200.00
13.06,51.94,2200.00
12.94,52.06,2200.00
12.88,52.13,2200.00
12.81,52.19,2200.00
12.75,52.25,2200.00
12.75,52.25,2200.00
12.63,52.38,2200.00
12.63,52.38,2200.00
12.63,52.38,2200.00
12.63,52.38,2200.00
12.63,52.38,2200.00
12.63,52.38,2200.00
12.63,52.38,2200.00
12.63,52.38,2200.00
12.63,52.38,2200.00
12.63,52.38,2200.00
12.63,52.38,2200.00
12.63,52.38,2200.00
12.63,52.38,2200.00
12.63,52.38,2200.00
12.63,52.38,2200.00
12.63,52.38,2200.00
12.63,52.38,2200.00
12.69,52.31,2200.00
12.63,52.38,2200.00
12.69,52.31,2200.00
12.69,52.31,2200.00
12.69,52.31,2200.00
12.69,52.31,2200.00
12.63,52.38,2200.00
12.69,52.31,2200.00
12.69,52.31,2200.00
12.69,52.31,2200.00
12.63,52.38,2200.00
12.69,52.31,2200.00
12.69,52.31,2200.00
12.69,52.31,2200.00
12.69,52.31,2200.00
12.69,52.31,2200.00
12.69,52.31,2200.00
12.75,52.25,2200.00
12.75,52.25,2200.00
12.81,52.19,2200.00
12.81,52.19,2200.00
12.94,52.06,2200.00
14.19,50.81,2200.00
15.88,49.13,2200.00
16.81,48.19,2200.00
17.69,47.31,2200.00
17.69,47.31,2200.00
17.94,47.06,2200.00
18.25,46.75,2200.00
18.87,46.13,2200.00
19.94,45.06,2200.00
21.06,43.94,2200.00
21.75,43.25,2200.00
22.25,42.75,2200.00
22.69,42.31,2200.00
23.31,41.69,2200.00
24.31,40.69,2200.00
25.25,39.75,2200.00
26.25,38.75,2200.00
26.87,38.13,2200.00
27.56,37.44,2200.00
28.44,36.56,2193.75
29.50,35.50,2130.00
30.37,34.63,2077.50
31.56,33.44,2006.25
32.50,32.50,1950.00
33.94,31.06,1863.75
36.13,28.87,1732.50
36.06,28.94,1736.25
36.44,28.56,1713.75
37.13,27.87,1672.50
37.81,27.19,1631.25
38.50,26.50,1590.00
39.31,25.69,1541.25
39.88,25.12,1507.50
40.38,24.62,1477.50
41.31,23.69,1421.25
42.06,22.94,1376.25
42.69,22.31,1338.75
43.31,21.69,1301.25
43.94,21.06,1263.75
44.50,20.50,1230.00
45.06,19.94,1196.25
45.81,19.19,1151.25
46.31,18.69,1121.25
46.69,18.31,1098.75
46.75,18.25,1095.00
47.44,17.56,1053.75
47.75,17.25,1035.00
51.00,14.00,840.00
51.25,13.75,825.00
51.38,13.63,817.50
51.63,13.38,802.50
51.94,13.06,783.75
52.25,12.75,765.00
52.69,12.31,738.75
53.00,12.00,720.00
53.19,11.81,708.75
53.50,11.50,690.00
53.81,11.19,671.25
54.19,10.81,648.75
54.38,10.63,637.50
54.69,10.31,618.75
55.00,10.00,600.00
55.19,9.81,588.75
55.38,9.63,577.50
55.56,9.44,566.25
